branch,seed,step,split,regime,path,accuracy,nll,margin
P_O0_resume,27,400,train_seen_at_final,hard,after,0.645,1.0175139060616494,0.018791386410593986
P_O0_resume,27,400,train_seen_at_final,hard,training_objective,0.7475,1.032550163269043,0.024265171512961387
P_O0_resume,27,400,heldout,easy,before,0.88125,0.30511408768594267,0.3012849616631865
P_O0_resume,27,400,heldout,easy,after,0.79,0.4491394209489226,0.24470230031758547
P_O0_resume,27,400,heldout,easy,training_objective,0.9025,0.24225723826326429,0.29350672505795955
P_O0_resume,27,400,heldout,hard,before,0.42625,1.1869154512882232,-0.006080478113144636
P_O0_resume,27,400,heldout,hard,after,0.46375,1.1863897913694381,-0.003843991979956627
P_O0_resume,27,400,heldout,hard,training_objective,0.41375,1.189176459312439,-0.004579328820109367
P_C2_warm,27,0,train_seen_at_final,easy,before,1.0,0.014548514027846977,0.5545019063353539
P_C2_warm,27,0,train_seen_at_final,easy,after,0.94875,0.18359415599377826,0.42303652115166185
P_C2_warm,27,0,train_seen_at_final,easy,training_objective,0.94875,0.18359415599377826,0.42303652115166185
P_C2_warm,27,0,train_seen_at_final,hard,before,0.46875,1.229384657740593,-0.007483183592557907
P_C2_warm,27,0,train_seen_at_final,hard,after,0.41375,1.2955181235074997,-0.024080730974674225
P_C2_warm,27,0,train_seen_at_final,hard,training_objective,0.41375,1.2955181235074997,-0.024080730974674225
P_C2_warm,27,0,heldout,easy,before,0.89125,0.32285109363496306,0.22009868528693916
P_C2_warm,27,0,heldout,easy,after,0.80875,0.45404423791915177,0.17920943047851323
P_C2_warm,27,0,heldout,easy,training_objective,0.80875,0.45404423791915177,0.17920943047851323
P_C2_warm,27,0,heldout,hard,before,0.37625,1.3319190782308579,-0.028078518323600293
P_C2_warm,27,0,heldout,hard,after,0.41375,1.2605119532346725,-0.0159631703235209
P_C2_warm,27,0,heldout,hard,training_objective,0.41375,1.2605119532346725,-0.0159631703235209
P_C2_warm,27,50,train_seen_at_final,easy,before,1.0,0.03732623800286092,0.4874403148889542
P_C2_warm,27,50,train_seen_at_final,easy,after,0.9325,0.2138098160363734,0.37567544473335146
P_C2_warm,27,50,train_seen_at_final,easy,training_objective,0.9325,0.2138098160363734,0.37567544473335146
P_C2_warm,27,50,train_seen_at_final,hard,before,0.39125,1.2925523871183395,-0.021049323864281176
P_C2_warm,27,50,train_seen_at_final,hard,after,0.485,1.2059439265727996,-0.005989889055490494
P_C2_warm,27,50,train_seen_at_final,hard,training_objective,0.485,1.2059439265727996,-0.005989889055490494
P_C2_warm,27,50,heldout,easy,before,0.86875,0.3950538989529014,0.21059652775526047
P_C2_warm,27,50,heldout,easy,after,0.81875,0.45597391936928033,0.1688025537505746
P_C2_warm,27,50,heldout,easy,training_objective,0.81875,0.45597391936928033,0.1688025537505746
P_C2_warm,27,50,heldout,hard,before,0.395,1.34621484041214,-0.029120586551725863
P_C2_warm,27,50,heldout,hard,after,0.43,1.2473668348789215,-0.010652652848511935
P_C2_warm,27,50,heldout,hard,training_objective,0.43,1.2473668348789215,-0.010652652848511935
P_C2_warm,27,100,train_seen_at_final,easy,before,0.99625,0.05864976629032753,0.4727547852694988
P_C2_warm,27,100,train_seen_at_final,easy,after,0.9425,0.21734595354180783,0.36756490333005787
P_C2_warm,27,100,train_seen_at_final,easy,training_objective,0.9425,0.21734595354180783,0.36756490333005787
P_C2_warm,27,100,train_seen_at_final,hard,before,0.36,1.3133258777856827,-0.024855781942605973
P_C2_warm,27,100,train_seen_at_final,hard,after,0.50375,1.205070116519928,-0.0029800808057188987
P_C2_warm,27,100,train_seen_at_final,hard,training_objective,0.50375,1.205070116519928,-0.0029800808057188987
P_C2_warm,27,100,heldout,easy,before,0.85875,0.4066829542443156,0.2089847141318023
P_C2_warm,27,100,heldout,easy,after,0.78,0.5126992549188435,0.1633046348206699
P_C2_warm,27,100,heldout,easy,training_objective,0.78,0.5126992549188435,0.1633046348206699
P_C2_warm,27,100,heldout,hard,before,0.3875,1.3532444423437118,-0.030163547359406948
P_C2_warm,27,100,heldout,hard,after,0.4,1.2576887625455857,-0.012742876149713993
P_C2_warm,27,100,heldout,hard,training_objective,0.4,1.2576887625455857,-0.012742876149713993
P_C2_warm,27,200,train_seen_at_final,easy,before,0.99375,0.05259939667506842,0.4940213204920292
P_C2_warm,27,200,train_seen_at_final,easy,after,0.97375,0.10995041226269678,0.42080573372542857
P_C2_warm,27,200,train_seen_at_final,easy,training_objective,0.97375,0.10995041226269678,0.42080573372542857
P_C2_warm,27,200,train_seen_at_final,hard,before,0.38875,1.2579307693243027,-0.015097916573286057
P_C2_warm,27,200,train_seen_at_final,hard,after,0.51875,1.1820033395290375,0.001425030119717121
P_C2_warm,27,200,train_seen_at_final,hard,training_objective,0.51875,1.1820033395290375,0.001425030119717121
P_C2_warm,27,200,heldout,easy,before,0.88875,0.34103850634768607,0.22884461080655455
P_C2_warm,27,200,heldout,easy,after,0.7925,0.4860930470190942,0.1854088469222188
P_C2_warm,27,200,heldout,easy,training_objective,0.7925,0.4860930470190942,0.1854088469222188
P_C2_warm,27,200,heldout,hard,before,0.3925,1.3311213406920432,-0.027037522811442612
P_C2_warm,27,200,heldout,hard,after,0.395,1.2556924271583556,-0.013751306850463153
P_C2_warm,27,200,heldout,hard,training_objective,0.395,1.2556924271583556,-0.013751306850463153
P_C2_warm,27,400,train_seen_at_final,easy,before,0.99875,0.026898865652619862,0.561110087633133
P_C2_warm,27,400,train_seen_at_final,easy,after,0.9975,0.034602833027020094,0.49856718242168424
P_C2_warm,27,400,train_seen_at_final,easy,training_objective,0.9975,0.034602833027020094,0.49856718242168424
P_C2_warm,27,400,train_seen_at_final,hard,before,0.5175,1.1490861481428147,0.0024217339605093003
P_C2_warm,27,400,train_seen_at_final,hard,after,0.59375,1.1081188583374024,0.012065006047487259
P_C2_warm,27,400,train_seen_at_final,hard,training_objective,0.59375,1.1081188583374024,0.012065006047487259
P_C2_warm,27,400,heldout,easy,before,0.925,0.2428513232059777,0.26735079374164344
P_C2_warm,27,400,heldout,easy,after,0.84875,0.357216767501086,0.22987379672005773
P_C2_warm,27,400,heldout,easy,training_objective,0.84875,0.357216767501086,0.22987379672005773
P_C2_warm,27,400,heldout,hard,before,0.38125,1.3001216918230056,-0.02366661949083209
P_C2_warm,27,400,heldout,hard,after,0.4,1.2419533026218414,-0.012910607866942883
P_C2_warm,27,400,heldout,hard,training_objective,0.4,1.2419533026218414,-0.012910607866942883
