scope,transition,nll_direction,count,fraction,delta_sum,mean_delta
branch/P_O0_resume/easy,wrong->correct,improved,1055,0.10989583333333333,-1365.4102015794401,-1.294227679222218
branch/P_O0_resume/easy,correct->correct,worsened,4188,0.43625,618.5383075939119,0.14769300563369434
branch/P_O0_resume/easy,wrong->wrong,improved,643,0.06697916666666667,-640.6524070307381,-0.9963490000478042
branch/P_O0_resume/easy,wrong->correct,worsened,3,0.0003125,0.38233680931650627,0.1274456031055021
branch/P_O0_resume/easy,wrong->wrong,worsened,235,0.024479166666666666,247.32631550302796,1.0524524063958638
branch/P_O0_resume/easy,correct->wrong,worsened,866,0.09020833333333333,1366.7924116785462,1.5782822305756883
step/P_O0_resume/50/easy,correct->correct,improved,700,0.2916666666666667,-110.71037641264147,-0.15815768058948781
step/P_O0_resume/50/easy,wrong->correct,improved,335,0.13958333333333334,-489.06252783186596,-1.4598881427816894
step/P_O0_resume/50/easy,correct->correct,worsened,1039,0.43291666666666667,156.7315006425677,0.15084841255300066
step/P_O0_resume/50/easy,wrong->wrong,improved,191,0.07958333333333334,-236.13961268136038,-1.2363330506877508
step/P_O0_resume/50/easy,wrong->correct,worsened,1,0.0004166666666666667,0.060328595112113415,0.060328595112113415
step/P_O0_resume/50/easy,wrong->wrong,worsened,12,0.005,4.059078039724481,0.3382565033103734
step/P_O0_resume/50/easy,correct->wrong,worsened,122,0.050833333333333335,157.37484649967686,1.2899577581940727
state/seed7_P_O0_resume_step50/easy,correct->correct,improved,283,0.35375,-54.78234144491101,-0.19357717825056897
state/seed7_P_O0_resume_step50/easy,wrong->correct,improved,119,0.14875,-121.45322462858707,-1.0206153330133367
state/seed7_P_O0_resume_step50/easy,correct->correct,worsened,304,0.38,15.280135881413287,0.05026360487307002
state/seed7_P_O0_resume_step50/easy,wrong->wrong,improved,87,0.10875,-91.00054771254895,-1.0459833070407927
state/seed7_P_O0_resume_step50/easy,wrong->correct,worsened,1,0.00125,0.060328595112113415,0.060328595112113415
state/seed7_P_O0_resume_step50/easy,wrong->wrong,worsened,1,0.00125,0.17181727238259337,0.17181727238259337
state/seed7_P_O0_resume_step50/easy,correct->wrong,worsened,5,0.00625,3.6779524245716955,0.7355904849143391
branch/P_O0_resume/hard,wrong->wrong,worsened,1582,0.16479166666666667,553.6167204773491,0.3499473580767061
branch/P_O0_resume/hard,correct->correct,worsened,1404,0.14625,362.860301876862,0.2584475084593034
branch/P_O0_resume/hard,wrong->wrong,improved,2506,0.26104166666666667,-1125.8560475489385,-0.4492641849756339
branch/P_O0_resume/hard,wrong->correct,improved,1547,0.16114583333333332,-941.2806315467153,-0.6084554825770623
branch/P_O0_resume/hard,correct->correct,improved,1433,0.14927083333333332,-237.9467842605217,-0.1660480001818016
branch/P_O0_resume/hard,correct->wrong,worsened,1070,0.11145833333333334,805.474429444776,0.7527798406025944
branch/P_O0_resume/hard,wrong->correct,worsened,24,0.0025,1.5647876521530015,0.06519948550637507
branch/P_O0_resume/hard,correct->wrong,improved,34,0.0035416666666666665,-1.949858842024605,-0.05734878947131191
step/P_O0_resume/50/hard,wrong->wrong,worsened,351,0.14625,135.34925467924748,0.3856104121915883
step/P_O0_resume/50/hard,correct->correct,worsened,293,0.12208333333333334,87.1810136017591,0.29754612150771026
step/P_O0_resume/50/hard,wrong->wrong,improved,604,0.25166666666666665,-331.44674617534696,-0.5487528910187863
step/P_O0_resume/50/hard,wrong->correct,improved,479,0.19958333333333333,-325.24464970554743,-0.6790076194270301
step/P_O0_resume/50/hard,correct->correct,improved,311,0.12958333333333333,-67.75111319685061,-0.21784923857508234
step/P_O0_resume/50/hard,correct->wrong,worsened,343,0.14291666666666666,310.16156052139394,0.9042611093918191
step/P_O0_resume/50/hard,wrong->correct,worsened,10,0.004166666666666667,0.5858715146583852,0.05858715146583852
step/P_O0_resume/50/hard,correct->wrong,improved,9,0.00375,-0.6205231246875709,-0.06894701385417454
state/seed7_P_O0_resume_step50/hard,wrong->wrong,worsened,96,0.12,47.07986125607586,0.49041522141745686
state/seed7_P_O0_resume_step50/hard,correct->correct,worsened,106,0.1325,36.50734296535542,0.34440889589957946
state/seed7_P_O0_resume_step50/hard,wrong->wrong,improved,207,0.25875,-115.7020109020993,-0.5589469125705281
state/seed7_P_O0_resume_step50/hard,wrong->correct,improved,160,0.2,-103.79741257767994,-0.6487338286104997
state/seed7_P_O0_resume_step50/hard,correct->correct,improved,118,0.1475,-21.80414760753215,-0.18478091192823856
state/seed7_P_O0_resume_step50/hard,correct->wrong,worsened,105,0.13125,97.11348722106747,0.9248903544863569
state/seed7_P_O0_resume_step50/hard,wrong->correct,worsened,6,0.0075,0.3054675303333444,0.0509112550555574
state/seed7_P_O0_resume_step50/hard,correct->wrong,improved,2,0.0025,-0.05852590543890168,-0.02926295271945084
step/P_O0_resume/100/easy,correct->correct,improved,657,0.27375,-89.6938312223501,-0.13652029105380534
step/P_O0_resume/100/easy,wrong->correct,improved,275,0.11458333333333333,-363.4204546148684,-1.3215289258722487
step/P_O0_resume/100/easy,wrong->wrong,improved,182,0.07583333333333334,-187.7982969129928,-1.0318587742472134
step/P_O0_resume/100/easy,correct->correct,worsened,1136,0.47333333333333333,173.6410387996677,0.15285302711238355
step/P_O0_resume/100/easy,correct->wrong,worsened,124,0.051666666666666666,160.9229304765781,1.2977655683595009
step/P_O0_resume/100/easy,wrong->correct,worsened,1,0.0004166666666666667,0.13240475396774165,0.13240475396774165
step/P_O0_resume/100/easy,wrong->wrong,worsened,25,0.010416666666666666,5.691882628195526,0.22767530512782105
state/seed7_P_O0_resume_step100/easy,correct->correct,improved,293,0.36625,-49.784858029668975,-0.16991419122753917
state/seed7_P_O0_resume_step100/easy,wrong->correct,improved,100,0.125,-97.58921620309187,-0.9758921620309187
state/seed7_P_O0_resume_step100/easy,wrong->wrong,improved,78,0.0975,-72.34906352880448,-0.9275520965231343
state/seed7_P_O0_resume_step100/easy,correct->correct,worsened,319,0.39875,25.955525895154132,0.08136528493778725
state/seed7_P_O0_resume_step100/easy,correct->wrong,worsened,8,0.01,4.3504300869956305,0.5438037608744538
state/seed7_P_O0_resume_step100/easy,wrong->correct,worsened,1,0.00125,0.13240475396774165,0.13240475396774165
state/seed7_P_O0_resume_step100/easy,wrong->wrong,worsened,1,0.00125,0.07851479516790238,0.07851479516790238
step/P_O0_resume/100/hard,wrong->wrong,improved,620,0.25833333333333336,-302.5741412616426,-0.4880228084865203
step/P_O0_resume/100/hard,correct->correct,worsened,317,0.13208333333333333,98.90310123484035,0.3119971647786762
step/P_O0_resume/100/hard,wrong->correct,improved,426,0.1775,-282.4807927881324,-0.6631004525543014
step/P_O0_resume/100/hard,correct->correct,improved,360,0.15,-68.55740842215663,-0.19043724561710174
step/P_O0_resume/100/hard,correct->wrong,worsened,315,0.13125,247.48619464927435,0.7856704592040455
step/P_O0_resume/100/hard,wrong->wrong,worsened,345,0.14375,133.44727007354845,0.3868036813726042
step/P_O0_resume/100/hard,correct->wrong,improved,11,0.004583333333333333,-0.3747446356312185,-0.03406769414829259
step/P_O0_resume/100/hard,wrong->correct,worsened,6,0.0025,0.5481484692269282,0.09135807820448803
state/seed7_P_O0_resume_step100/hard,wrong->wrong,improved,213,0.26625,-104.99252934241547,-0.4929226729690867
state/seed7_P_O0_resume_step100/hard,correct->correct,worsened,116,0.145,35.603462199240674,0.30692639826931617
state/seed7_P_O0_resume_step100/hard,wrong->correct,improved,156,0.195,-95.2250110645544,-0.6104167375932974
state/seed7_P_O0_resume_step100/hard,correct->correct,improved,117,0.14625,-20.004389527939157,-0.17097768827298424
state/seed7_P_O0_resume_step100/hard,correct->wrong,worsened,116,0.145,88.99783273898095,0.7672226960256978
state/seed7_P_O0_resume_step100/hard,wrong->wrong,worsened,78,0.0975,38.77017298863161,0.4970534998542514
state/seed7_P_O0_resume_step100/hard,correct->wrong,improved,3,0.00375,-0.029055048868054878,-0.009685016289351625
state/seed7_P_O0_resume_step100/hard,wrong->correct,worsened,1,0.00125,0.15475553831422872,0.15475553831422872
step/P_O0_resume/200/easy,correct->correct,improved,655,0.27291666666666664,-91.27071694821926,-0.13934460602781565
step/P_O0_resume/200/easy,correct->correct,worsened,1036,0.43166666666666664,156.74782463549786,0.15130098903040334
step/P_O0_resume/200/easy,correct->wrong,worsened,252,0.105,347.7697150299202,1.3800385517060323
step/P_O0_resume/200/easy,wrong->wrong,worsened,67,0.027916666666666666,51.468730446275345,0.768190006660826
step/P_O0_resume/200/easy,wrong->correct,improved,241,0.10041666666666667,-295.67528296588017,-1.2268683940492953
step/P_O0_resume/200/easy,wrong->wrong,improved,149,0.06208333333333333,-135.61725184204286,-0.910182898268744
state/seed7_P_O0_resume_step200/easy,correct->correct,improved,258,0.3225,-42.393471810271095,-0.1643157822103531
state/seed7_P_O0_resume_step200/easy,correct->correct,worsened,352,0.44,39.94729250248935,0.11348662642752655
state/seed7_P_O0_resume_step200/easy,correct->wrong,worsened,54,0.0675,57.65694480478133,1.0677212000885432
state/seed7_P_O0_resume_step200/easy,wrong->wrong,worsened,35,0.04375,19.544247400034898,0.5584070685724256
state/seed7_P_O0_resume_step200/easy,wrong->correct,improved,60,0.075,-47.80290198739194,-0.796715033123199
state/seed7_P_O0_resume_step200/easy,wrong->wrong,improved,41,0.05125,-28.930835084949358,-0.7056301240231551
step/P_O0_resume/200/hard,wrong->wrong,improved,613,0.2554166666666667,-281.13897885742483,-0.4586280242372347
step/P_O0_resume/200/hard,correct->correct,worsened,368,0.15333333333333332,101.27950417107948,0.2752160439431508
step/P_O0_resume/200/hard,wrong->correct,improved,373,0.15541666666666668,-222.59413466484276,-0.5967671170639216
step/P_O0_resume/200/hard,correct->correct,improved,369,0.15375,-58.81318966028288,-0.15938533783274492
step/P_O0_resume/200/hard,wrong->wrong,worsened,406,0.16916666666666666,139.5383052987194,0.34369040713970295
step/P_O0_resume/200/hard,correct->wrong,worsened,256,0.10666666666666667,180.8745425850537,0.706541181972866
step/P_O0_resume/200/hard,correct->wrong,improved,8,0.0033333333333333335,-0.5468436511572636,-0.06835545639465795
step/P_O0_resume/200/hard,wrong->correct,worsened,7,0.002916666666666667,0.3960644462069447,0.05658063517242067
state/seed7_P_O0_resume_step200/hard,wrong->wrong,improved,244,0.305,-101.40856022354728,-0.41560885337519377
state/seed7_P_O0_resume_step200/hard,correct->correct,worsened,141,0.17625,33.13350960519359,0.23498942982406804
state/seed7_P_O0_resume_step200/hard,wrong->correct,improved,127,0.15875,-65.05503206835785,-0.5122443469949437
state/seed7_P_O0_resume_step200/hard,correct->correct,improved,118,0.1475,-15.779486696921,-0.1337244635332288
state/seed7_P_O0_resume_step200/hard,wrong->wrong,worsened,88,0.11,41.96267048590205,0.47684852824888696
state/seed7_P_O0_resume_step200/hard,correct->wrong,worsened,81,0.10125,53.334338997557225,0.6584486295994719
state/seed7_P_O0_resume_step200/hard,correct->wrong,improved,1,0.00125,-0.022543464489408693,-0.022543464489408693
step/P_O0_resume/400/easy,correct->correct,improved,598,0.24916666666666668,-90.54207011960764,-0.15140814401272182
step/P_O0_resume/400/easy,correct->correct,worsened,977,0.40708333333333335,131.41794351617858,0.13451171291318176
step/P_O0_resume/400/easy,correct->wrong,worsened,368,0.15333333333333332,700.7249196723709,1.9041438034575298
step/P_O0_resume/400/easy,wrong->wrong,worsened,131,0.05458333333333333,186.1066243888326,1.420661254876585
step/P_O0_resume/400/easy,wrong->correct,improved,204,0.085,-217.25193616682554,-1.0649604714060077
step/P_O0_resume/400/easy,wrong->wrong,improved,121,0.050416666666666665,-81.09724559434207,-0.6702251702011741
step/P_O0_resume/400/easy,wrong->correct,worsened,1,0.0004166666666666667,0.1896034602366512,0.1896034602366512
state/seed7_P_O0_resume_step400/easy,correct->correct,improved,259,0.32375,-41.48009508407364,-0.16015480727441558
state/seed7_P_O0_resume_step400/easy,correct->correct,worsened,300,0.375,36.033782607677374,0.12011260869225791
state/seed7_P_O0_resume_step400/easy,correct->wrong,worsened,132,0.165,278.33985921143216,2.108635297056304
state/seed7_P_O0_resume_step400/easy,wrong->wrong,worsened,43,0.05375,65.21499934303661,1.5166278916985259
state/seed7_P_O0_resume_step400/easy,wrong->correct,improved,44,0.055,-33.61342142675189,-0.763941396062543
state/seed7_P_O0_resume_step400/easy,wrong->wrong,improved,22,0.0275,-12.364297307904822,-0.5620135139956738
step/P_O0_resume/400/hard,wrong->wrong,worsened,480,0.2,145.28189042583375,0.3026706050538203
step/P_O0_resume/400/hard,correct->correct,worsened,426,0.1775,75.49668286918308,0.1772222602562983
step/P_O0_resume/400/hard,wrong->wrong,improved,669,0.27875,-210.6961812545242,-0.3149419749693934
step/P_O0_resume/400/hard,wrong->correct,improved,269,0.11208333333333333,-110.96105438819276,-0.41249462597841174
step/P_O0_resume/400/hard,correct->correct,improved,393,0.16375,-42.82507298123159,-0.10896965135173434
step/P_O0_resume/400/hard,correct->wrong,worsened,156,0.065,66.95213168905401,0.4291803313400898
step/P_O0_resume/400/hard,correct->wrong,improved,6,0.0025,-0.407747430548552,-0.06795790509142534
step/P_O0_resume/400/hard,wrong->correct,worsened,1,0.0004166666666666667,0.0347032220607435,0.0347032220607435
state/seed7_P_O0_resume_step400/hard,wrong->wrong,worsened,136,0.17,47.181517898668844,0.3469229257255062
state/seed7_P_O0_resume_step400/hard,correct->correct,worsened,153,0.19125,22.90948434768128,0.14973519181491032
state/seed7_P_O0_resume_step400/hard,wrong->wrong,improved,246,0.3075,-64.67682695154545,-0.2629139306973392
state/seed7_P_O0_resume_step400/hard,wrong->correct,improved,86,0.1075,-30.999363109595283,-0.36045771057668935
state/seed7_P_O0_resume_step400/hard,correct->correct,improved,135,0.16875,-12.915999758800226,-0.09567407228740908
state/seed7_P_O0_resume_step400/hard,correct->wrong,worsened,41,0.05125,15.810297052761543,0.3856170012868669
state/seed7_P_O0_resume_step400/hard,correct->wrong,improved,3,0.00375,-0.1988988598502388,-0.0662996199500796
branch/P_C2_warm/overall,correct->correct,improved,3986,0.20760416666666667,-647.9502670983217,-0.162556514575595
branch/P_C2_warm/overall,wrong->correct,improved,3119,0.16244791666666666,-3506.501584435111,-1.1242390459875315
branch/P_C2_warm/overall,correct->correct,worsened,5490,0.2859375,942.4585864642544,0.17166823068565654
branch/P_C2_warm/overall,wrong->wrong,improved,3968,0.20666666666666667,-2041.3748600779938,-0.5144593901406235
branch/P_C2_warm/overall,correct->wrong,worsened,1262,0.06572916666666667,1220.39938327787,0.9670359613929239
branch/P_C2_warm/overall,wrong->wrong,worsened,1336,0.06958333333333333,273.0120352996297,0.20435032582307613
branch/P_C2_warm/overall,wrong->correct,worsened,29,0.0015104166666666666,2.0459633662407706,0.07055046090485416
branch/P_C2_warm/overall,correct->wrong,improved,10,0.0005208333333333333,-0.9430596299510654,-0.09430596299510655
branch/P_C2_warm/easy,correct->correct,improved,2838,0.295625,-502.9569193142924,-0.17722231124534615
branch/P_C2_warm/easy,wrong->correct,improved,1931,0.20114583333333333,-3016.1928753738225,-1.5619849173349676
branch/P_C2_warm/easy,correct->correct,worsened,3597,0.3746875,601.8318448567857,0.16731494157820007
branch/P_C2_warm/easy,wrong->wrong,improved,535,0.05572916666666667,-678.9691563167071,-1.2691012267602
branch/P_C2_warm/easy,correct->wrong,worsened,588,0.06125,846.9534049760622,1.440396947238201
branch/P_C2_warm/easy,wrong->wrong,worsened,105,0.0109375,43.35989393394418,0.41295137079946836
branch/P_C2_warm/easy,correct->wrong,improved,4,0.0004166666666666667,-0.800117989630651,-0.20002949740766274
branch/P_C2_warm/easy,wrong->correct,worsened,2,0.00020833333333333335,0.019551640044169205,0.009775820022084603
step/P_C2_warm/50/easy,correct->correct,improved,662,0.2758333333333333,-122.51189220010487,-0.1850632812690406
step/P_C2_warm/50/easy,wrong->correct,improved,521,0.21708333333333332,-839.4001753910945,-1.6111327742631374
step/P_C2_warm/50/easy,correct->correct,worsened,928,0.38666666666666666,178.02834010802601,0.19184088373709698
step/P_C2_warm/50/easy,wrong->wrong,improved,132,0.055,-163.03839436212584,-1.235139351228226
step/P_C2_warm/50/easy,correct->wrong,worsened,134,0.05583333333333333,217.97901863285463,1.6267090942750344
step/P_C2_warm/50/easy,wrong->wrong,worsened,23,0.009583333333333333,6.329010876105215,0.27517438591761806
state/seed7_P_C2_warm_step50/easy,correct->correct,improved,252,0.315,-52.99519088802458,-0.2102983765397801
state/seed7_P_C2_warm_step50/easy,wrong->correct,improved,204,0.255,-242.95268013512057,-1.1909445104662773
state/seed7_P_C2_warm_step50/easy,correct->correct,worsened,293,0.36625,25.38068214361973,0.08662348854477724
state/seed7_P_C2_warm_step50/easy,wrong->wrong,improved,45,0.05625,-41.1562552693906,-0.9145834504309023
state/seed7_P_C2_warm_step50/easy,correct->wrong,worsened,4,0.005,1.751466405532595,0.43786660138314876
state/seed7_P_C2_warm_step50/easy,wrong->wrong,worsened,2,0.0025,0.18287511335347473,0.09143755667673736
branch/P_C2_warm/hard,wrong->wrong,worsened,1231,0.12822916666666667,229.65214136568554,0.18655738534986638
branch/P_C2_warm/hard,correct->correct,worsened,1893,0.1971875,340.6267416074688,0.17994016989301043
branch/P_C2_warm/hard,wrong->wrong,improved,3433,0.35760416666666667,-1362.405703761287,-0.396855724952312
branch/P_C2_warm/hard,wrong->correct,improved,1188,0.12375,-490.3087090612887,-0.41271776857010833
branch/P_C2_warm/hard,correct->correct,improved,1148,0.11958333333333333,-144.99334778402928,-0.12630082559584432
branch/P_C2_warm/hard,correct->wrong,worsened,674,0.07020833333333333,373.44597830180777,0.5540741517830976
branch/P_C2_warm/hard,wrong->correct,worsened,27,0.0028125,2.0264117261966015,0.07505228615542968
branch/P_C2_warm/hard,correct->wrong,improved,6,0.000625,-0.14294164032041445,-0.023823606720069074
step/P_C2_warm/50/hard,wrong->wrong,worsened,306,0.1275,84.13721114085257,0.27495820634265544
step/P_C2_warm/50/hard,correct->correct,worsened,385,0.16041666666666668,94.11781152776538,0.24446184812406593
step/P_C2_warm/50/hard,wrong->wrong,improved,748,0.31166666666666665,-413.3704254410874,-0.5526342586110794
step/P_C2_warm/50/hard,wrong->correct,improved,412,0.17166666666666666,-224.1759755329037,-0.5441164454682128
step/P_C2_warm/50/hard,correct->correct,improved,275,0.11458333333333333,-49.027638268973924,-0.178282320978087
step/P_C2_warm/50/hard,correct->wrong,worsened,259,0.10791666666666666,194.95515559281824,0.7527226084664796
step/P_C2_warm/50/hard,wrong->correct,worsened,14,0.005833333333333334,1.018625748101675,0.07275898200726248
step/P_C2_warm/50/hard,correct->wrong,improved,1,0.0004166666666666667,-0.02141122331992551,-0.02141122331992551
state/seed7_P_C2_warm_step50/hard,wrong->wrong,worsened,69,0.08625,26.78891002563873,0.38824507283534393
state/seed7_P_C2_warm_step50/hard,correct->correct,worsened,151,0.18875,39.182912368802725,0.25948948588611076
state/seed7_P_C2_warm_step50/hard,wrong->wrong,improved,294,0.3675,-148.93919765200752,-0.506595910380978
state/seed7_P_C2_warm_step50/hard,wrong->correct,improved,144,0.18,-73.2339882467948,-0.5085693628249638
state/seed7_P_C2_warm_step50/hard,correct->correct,improved,74,0.0925,-8.807690305666531,-0.11902284196846664
state/seed7_P_C2_warm_step50/hard,correct->wrong,worsened,66,0.0825,48.49948000003473,0.7348406060611323
state/seed7_P_C2_warm_step50/hard,wrong->correct,worsened,2,0.0025,0.08326531349177357,0.04163265674588679
step/P_C2_warm/100/easy,correct->correct,improved,699,0.29125,-129.82187319314858,-0.18572514047660743
step/P_C2_warm/100/easy,wrong->correct,improved,512,0.21333333333333335,-795.0057791532556,-1.5527456624087024
step/P_C2_warm/100/easy,correct->correct,worsened,820,0.3416666666666667,141.51513335831186,0.17257943092477054
step/P_C2_warm/100/easy,wrong->wrong,improved,153,0.06375,-200.68474692182755,-1.3116650125609643
step/P_C2_warm/100/easy,correct->wrong,improved,2,0.0008333333333333334,-0.3495732161475099,-0.17478660807375496
step/P_C2_warm/100/easy,correct->wrong,worsened,189,0.07875,289.8437908451627,1.5335650309267865
step/P_C2_warm/100/easy,wrong->wrong,worsened,25,0.010416666666666666,8.384250759287603,0.3353700303715041
state/seed7_P_C2_warm_step100/easy,correct->correct,improved,237,0.29625,-52.36019100706308,-0.2209290759791691
state/seed7_P_C2_warm_step100/easy,wrong->correct,improved,218,0.2725,-286.7309478510809,-1.3152795772985362
state/seed7_P_C2_warm_step100/easy,correct->correct,worsened,270,0.3375,25.003765605267038,0.0926065392787668
state/seed7_P_C2_warm_step100/easy,wrong->wrong,improved,58,0.0725,-74.2021647873301,-1.2793476687470708
state/seed7_P_C2_warm_step100/easy,correct->wrong,improved,2,0.0025,-0.3495732161475099,-0.17478660807375496
state/seed7_P_C2_warm_step100/easy,correct->wrong,worsened,13,0.01625,13.317435339915335,1.0244181030704103
state/seed7_P_C2_warm_step100/easy,wrong->wrong,worsened,2,0.0025,0.004392399361692223,0.0021961996808461115
step/P_C2_warm/100/hard,wrong->wrong,worsened,320,0.13333333333333333,56.85239113139122,0.17766372228559757
step/P_C2_warm/100/hard,correct->correct,worsened,460,0.19166666666666668,94.9000871833803,0.20630453735517457
step/P_C2_warm/100/hard,wrong->wrong,improved,827,0.34458333333333335,-386.9851304226809,-0.467938489023798
step/P_C2_warm/100/hard,wrong->correct,improved,325,0.13541666666666666,-129.21025323506117,-0.3975700099540344
step/P_C2_warm/100/hard,correct->correct,improved,277,0.11541666666666667,-38.83472576258808,-0.14019756592992086
step/P_C2_warm/100/hard,correct->wrong,worsened,184,0.07666666666666666,100.8207583612085,0.5479389041370027
step/P_C2_warm/100/hard,correct->wrong,improved,1,0.0004166666666666667,-0.015934009701337626,-0.015934009701337626
step/P_C2_warm/100/hard,wrong->correct,worsened,6,0.0025,0.7090913678636505,0.11818189464394174
state/seed7_P_C2_warm_step100/hard,wrong->wrong,worsened,70,0.0875,15.943040617085346,0.22775772310121922
state/seed7_P_C2_warm_step100/hard,correct->correct,worsened,180,0.225,36.62069077341859,0.20344828207454768
state/seed7_P_C2_warm_step100/hard,wrong->wrong,improved,307,0.38375,-132.79364986477336,-0.4325526054227145
state/seed7_P_C2_warm_step100/hard,wrong->correct,improved,123,0.15375,-52.13070362068735,-0.4238268587047752
state/seed7_P_C2_warm_step100/hard,correct->correct,improved,71,0.08875,-7.346041047452425,-0.10346536686552711
state/seed7_P_C2_warm_step100/hard,correct->wrong,worsened,49,0.06125,30.195956034669695,0.6162440007075448
step/P_C2_warm/200/easy,wrong->correct,improved,507,0.21125,-801.857389763123,-1.5815727608740098
step/P_C2_warm/200/easy,correct->correct,improved,709,0.29541666666666666,-130.44486633596924,-0.183984296665683
step/P_C2_warm/200/easy,correct->correct,worsened,877,0.36541666666666667,149.87006792045835,0.17088947311340746
step/P_C2_warm/200/easy,wrong->wrong,improved,124,0.051666666666666666,-150.26075271176597,-1.2117802638045645
step/P_C2_warm/200/easy,correct->wrong,improved,1,0.0004166666666666667,-0.3484471387125243,-0.3484471387125243
step/P_C2_warm/200/easy,wrong->wrong,worsened,28,0.011666666666666667,10.227224504148621,0.3652580180053079
step/P_C2_warm/200/easy,correct->wrong,worsened,154,0.06416666666666666,209.40664701815265,1.3597834221957965
state/seed7_P_C2_warm_step200/easy,wrong->correct,improved,250,0.3125,-369.73274961368986,-1.4789309984547594
state/seed7_P_C2_warm_step200/easy,correct->correct,improved,207,0.25875,-49.026728563214306,-0.23684409933919953
state/seed7_P_C2_warm_step200/easy,correct->correct,worsened,287,0.35875,27.464913848206756,0.09569656393103398
state/seed7_P_C2_warm_step200/easy,wrong->wrong,improved,52,0.065,-61.5708182347087,-1.1840541968213212
state/seed7_P_C2_warm_step200/easy,correct->wrong,improved,1,0.00125,-0.3484471387125243,-0.3484471387125243
state/seed7_P_C2_warm_step200/easy,wrong->wrong,worsened,2,0.0025,0.03906566738524653,0.019532833692623264
state/seed7_P_C2_warm_step200/easy,correct->wrong,worsened,1,0.00125,0.11130128387547444,0.11130128387547444
step/P_C2_warm/200/hard,wrong->wrong,worsened,288,0.12,42.95093471762625,0.1491351899917578
step/P_C2_warm/200/hard,correct->correct,worsened,507,0.21125,83.49644529446374,0.16468726882537227
step/P_C2_warm/200/hard,correct->wrong,worsened,128,0.05333333333333334,46.4913788488206,0.36321389725641096
step/P_C2_warm/200/hard,wrong->wrong,improved,926,0.3858333333333333,-313.4162547687842,-0.3384624781520348
step/P_C2_warm/200/hard,correct->correct,improved,309,0.12875,-31.167829685585627,-0.10086676273652306
step/P_C2_warm/200/hard,wrong->correct,improved,236,0.09833333333333333,-73.92974181489687,-0.3132616178597325
step/P_C2_warm/200/hard,wrong->correct,worsened,5,0.0020833333333333333,0.25694072331382467,0.05138814466276494
step/P_C2_warm/200/hard,correct->wrong,improved,1,0.0004166666666666667,-0.004501997777538014,-0.004501997777538014
state/seed7_P_C2_warm_step200/hard,wrong->wrong,worsened,50,0.0625,8.206041799319818,0.16412083598639637
state/seed7_P_C2_warm_step200/hard,correct->correct,worsened,191,0.23875,31.711809171185376,0.16603041450882394
state/seed7_P_C2_warm_step200/hard,correct->wrong,worsened,40,0.05,17.48450954399196,0.43711273859979893
state/seed7_P_C2_warm_step200/hard,wrong->wrong,improved,345,0.43125,-114.52782122274016,-0.3319646991963483
state/seed7_P_C2_warm_step200/hard,correct->correct,improved,77,0.09625,-5.619633594904512,-0.07298225447927938
state/seed7_P_C2_warm_step200/hard,wrong->correct,improved,95,0.11875,-29.214635217303915,-0.30752247597162014
state/seed7_P_C2_warm_step200/hard,wrong->correct,worsened,2,0.0025,0.019826723731631857,0.009913361865815928
