scope,feature,count,harm_count,harm_gt_005_count,spearman,auroc_harm,auroc_harm_gt_005
state/seed7_P_O0_resume_step100/hard,representation_displacement,800,311,293,-0.18103162661191657,0.45957035488134457,0.4548808153428789
state/seed7_P_O0_resume_step100/hard,prediction_changed,800,311,293,-0.16934780256854057,0.46903254229709557,0.48082476725165096
state/seed7_P_O0_resume_step100/hard,delta_max_probability,800,311,293,-0.08804845007570325,0.3700971205754904,0.3617343538582709
state/seed7_P_O0_resume_step100/hard,delta_entropy,800,311,293,0.08890853735708962,0.6170477186199278,0.6352229200745871
state/seed7_P_O0_resume_step100/hard,delta_probability_gap,800,311,293,-0.13911314705179226,0.3481151243761466,0.3438011188076822
step/P_O0_resume/200/easy,query_entropy,2400,1355,904,-0.2859592189165311,0.24569925316478045,0.459229774975155
step/P_O0_resume/200/easy,query_max_probability,2400,1355,904,0.3074766271660811,0.7641088296050424,0.5504131962519521
step/P_O0_resume/200/easy,query_probability_gap,2400,1355,904,0.31805040157125025,0.7689945090838468,0.555379980833846
step/P_O0_resume/200/easy,query_js,2400,1355,904,0.14963887320119326,0.5000116527481064,0.7606759618569874
step/P_O0_resume/200/easy,representation_displacement,2400,1355,904,0.057371732182592394,0.45892265047052383,0.5907456757843926
step/P_O0_resume/200/easy,prediction_changed,2400,1355,904,0.021622829604677974,0.47577640848178815,0.5595688798447778
step/P_O0_resume/200/easy,delta_max_probability,2400,1355,904,-0.5539299566518718,0.17450166846166068,0.14430960437272253
step/P_O0_resume/200/easy,delta_entropy,2400,1355,904,0.6040019737850649,0.8635279577676159,0.8755124284226965
step/P_O0_resume/200/easy,delta_probability_gap,2400,1355,904,-0.5402938785232428,0.1800102402937905,0.15077300530026974
state/seed7_P_O0_resume_step200/easy,query_entropy,800,441,256,-0.27457910871735736,0.25330503603484106,0.5264174517463235
state/seed7_P_O0_resume_step200/easy,query_max_probability,800,441,256,0.30214071428236605,0.7592645228936514,0.48702464384191174
state/seed7_P_O0_resume_step200/easy,query_probability_gap,800,441,256,0.3144672413550646,0.7661809384849576,0.4939970128676471
state/seed7_P_O0_resume_step200/easy,query_js,800,441,256,-0.0007277120745501164,0.4209286314340035,0.7367876838235294
state/seed7_P_O0_resume_step200/easy,representation_displacement,800,441,256,-0.0670880032625051,0.40434818309868054,0.5604104434742647
state/seed7_P_O0_resume_step200/easy,prediction_changed,800,441,256,-0.029554845088207233,0.47254277755670515,0.5549172794117647
state/seed7_P_O0_resume_step200/easy,delta_max_probability,800,441,256,-0.5719499478043126,0.16688458113050234,0.16885914522058823
state/seed7_P_O0_resume_step200/easy,delta_entropy,800,441,256,0.607249909765484,0.8644635198554816,0.8371151194852942
state/seed7_P_O0_resume_step200/easy,delta_probability_gap,800,441,256,-0.5742674597929059,0.1656465743214649,0.16770306755514705
step/P_O0_resume/200/hard,query_entropy,2400,1037,956,0.008534767974786106,0.47549119836765996,0.4722651224515815
step/P_O0_resume/200/hard,query_max_probability,2400,1037,956,-0.01383614389516387,0.5238409232569542,0.5285635844179928
step/P_O0_resume/200/hard,query_probability_gap,2400,1037,956,0.0005763941972906592,0.5314274273027831,0.5381306575180519
