scope,feature,count,harm_count,harm_gt_005_count,spearman,auroc_harm,auroc_harm_gt_005
state/seed27_P_C2_warm_step100/easy,query_entropy,100,60,53,-0.592043204320432,0.14666666666666667,0.16659975913287836
state/seed27_P_C2_warm_step100/easy,query_max_probability,100,60,53,0.5776657665766577,0.8404166666666667,0.8205539943797672
state/seed27_P_C2_warm_step100/easy,query_probability_gap,100,60,53,0.5633243324332433,0.8308333333333333,0.8113207547169812
state/seed27_P_C2_warm_step100/easy,assignment_entropy,100,60,53,0.1854065406540654,0.6020833333333333,0.5913287836210357
state/seed27_P_C2_warm_step100/easy,assignment_probability_gap,100,60,53,-0.1845184518451845,0.405,0.39702930549979926
state/seed27_P_C2_warm_step100/easy,inner_loss_before,100,60,53,0.1028022802280228,0.5675,0.5969490164592534
state/seed27_P_C2_warm_step100/easy,gradient_norm,100,60,53,0.16327632763276329,0.59875,0.618627057406664
state/seed27_P_C2_warm_step100/easy,chosen_eta,100,60,53,0.03667659137751687,0.5145833333333333,0.5309112806101967
state/seed27_P_C2_warm_step100/easy,backtracking_trials,100,60,53,-0.03667659137751687,0.48541666666666666,0.4690887193898033
state/seed27_P_C2_warm_step100/easy,normalized_update,100,60,53,0.1579117911791179,0.5716666666666667,0.6214371738257728
state/seed27_P_C2_warm_step100/easy,representation_shift,100,60,53,0.16764476447644763,0.57625,0.6250501806503412
state/seed27_P_C2_warm_step100/easy,relative_inner_reduction,100,60,53,0.115991599159916,0.6033333333333334,0.6037735849056604
state/seed27_P_C2_warm_step100/easy,query_js,100,60,53,0.3243924392439244,0.6033333333333334,0.6804496186270574
state/seed27_P_C2_warm_step100/easy,prediction_changed_fraction,100,60,53,0.2784384485251921,0.5539583333333333,0.6214371738257728
state/seed27_P_C2_warm_step100/hard,query_entropy,100,35,27,0.19032703270327034,0.5191208791208791,0.5337392186707255
state/seed27_P_C2_warm_step100/hard,query_max_probability,100,35,27,-0.15188718871887188,0.5054945054945055,0.4687975646879756
state/seed27_P_C2_warm_step100/hard,query_probability_gap,100,35,27,-0.07107110711071107,0.5367032967032968,0.4855403348554033
state/seed27_P_C2_warm_step100/hard,assignment_entropy,100,35,27,-0.014353435343534353,0.45406593406593404,0.46321664129883305
state/seed27_P_C2_warm_step100/hard,assignment_probability_gap,100,35,27,-0.05375337533753375,0.5318681318681319,0.4383561643835616
state/seed27_P_C2_warm_step100/hard,inner_loss_before,100,35,27,-0.28571257125712574,0.44351648351648354,0.47539320142059865
state/seed27_P_C2_warm_step100/hard,gradient_norm,100,35,27,-0.26573057305730574,0.4224175824175824,0.5058346017250127
state/seed27_P_C2_warm_step100/hard,chosen_eta,100,35,27,,0.5,0.5
state/seed27_P_C2_warm_step100/hard,backtracking_trials,100,35,27,,0.5,0.5
state/seed27_P_C2_warm_step100/hard,normalized_update,100,35,27,-0.26573057305730574,0.4224175824175824,0.5058346017250127
state/seed27_P_C2_warm_step100/hard,representation_shift,100,35,27,-0.2768916891689169,0.4153846153846154,0.4992389649923896
